Time,root.CNNP.QF.1#.QF1RCV036MD.numvalue
2019-04-21T03:01:02.000+08:00,775.3
2019-04-21T03:01:12.000+08:00,774.5
2019-04-21T03:01:14.000+08:00,774.3
2019-04-21T03:03:26.000+08:00,775.3
2019-04-21T03:04:22.000+08:00,775.5
2019-04-21T03:09:56.000+08:00,776.3
2019-04-21T03:16:26.000+08:00,775.3
2019-04-21T03:16:47.000+08:00,774.5
2019-04-21T03:16:48.000+08:00,774.3
2019-04-21T03:19:55.000+08:00,775.3
2019-04-21T03:20:22.000+08:00,775.5
2019-04-21T03:23:56.000+08:00,776.3
2019-04-21T03:32:45.000+08:00,776.5
2019-04-21T03:51:22.000+08:00,775.5
2019-04-21T03:51:27.000+08:00,775.3
2019-04-21T03:51:45.000+08:00,774.4
2019-04-21T03:51:46.000+08:00,774.3
2019-04-21T03:54:11.000+08:00,775.3
2019-04-21T03:54:26.000+08:00,775.4
2019-04-21T03:57:16.000+08:00,776.3
2019-04-21T04:00:34.000+08:00,776.4
2019-04-21T04:06:22.000+08:00,775.4
2019-04-21T04:06:27.000+08:00,775.3
2019-04-21T04:06:52.000+08:00,774.3
2019-04-21T04:10:10.000+08:00,775.3
2019-04-21T04:10:14.000+08:00,775.3
2019-04-21T04:15:54.000+08:00,776.3
2019-04-21T04:17:35.000+08:00,776.4
2019-04-21T04:35:23.000+08:00,775.3
2019-04-21T04:35:24.000+08:00,775.3
2019-04-21T04:40:27.000+08:00,776.3
2019-04-21T05:01:17.000+08:00,775.3
2019-04-21T05:06:38.000+08:00,776.3
2019-04-21T05:39:41.000+08:00,775.3
2019-04-21T05:44:48.000+08:00,776.3
2019-04-21T05:58:10.000+08:00,775.3
2019-04-21T05:58:38.000+08:00,774.3
2019-04-21T06:00:38.000+08:00,775.3
2019-04-21T06:03:10.000+08:00,776.3
2019-04-21T06:13:44.000+08:00,775.3
2019-04-21T06:14:12.000+08:00,774.2
2019-04-21T06:14:36.000+08:00,773.2
2019-04-21T06:14:39.000+08:00,773.1
2019-04-21T06:16:37.000+08:00,774.1
2019-04-21T06:16:39.000+08:00,774.2
2019-04-21T06:17:22.000+08:00,775.2
2019-04-21T06:17:24.000+08:00,775.2
2019-04-21T06:18:36.000+08:00,776.2
2019-04-21T06:18:57.000+08:00,776.3
2019-04-21T06:38:37.000+08:00,775.2
2019-04-21T06:38:38.000+08:00,775.2
2019-04-21T06:38:50.000+08:00,774.1
2019-04-21T06:39:06.000+08:00,773.1
2019-04-21T06:39:07.000+08:00,773.0
2019-04-21T06:41:25.000+08:00,774.1
2019-04-21T06:42:22.000+08:00,775.1
2019-04-21T06:43:18.000+08:00,776.1
2019-04-21T07:01:06.000+08:00,775.1
2019-04-21T07:01:33.000+08:00,774.1
2019-04-21T07:01:52.000+08:00,773.0
2019-04-21T07:01:54.000+08:00,773.0
2019-04-21T07:03:58.000+08:00,774.0
2019-04-21T07:04:01.000+08:00,774.1
2019-04-21T07:04:28.000+08:00,775.1
2019-04-21T07:05:29.000+08:00,776.1
2019-04-21T07:05:48.000+08:00,776.2
2019-04-21T07:43:50.000+08:00,775.1
2019-04-21T07:43:52.000+08:00,775.0
2019-04-21T07:44:05.000+08:00,774.1
2019-04-21T07:44:08.000+08:00,774.0
2019-04-21T07:44:26.000+08:00,773.1
2019-04-21T07:44:45.000+08:00,772.9
2019-04-21T07:45:52.000+08:00,774.0
2019-04-21T07:45:57.000+08:00,774.2
2019-04-21T07:46:47.000+08:00,775.0
2019-04-21T07:46:51.000+08:00,775.2
2019-04-21T07:47:39.000+08:00,776.0
2019-04-21T07:48:04.000+08:00,776.3
2019-04-21T08:15:38.000+08:00,775.2
2019-04-21T08:15:59.000+08:00,775.0
2019-04-21T08:18:25.000+08:00,776.0
2019-04-21T08:19:02.000+08:00,776.3
2019-04-21T08:24:37.000+08:00,777.1
2019-04-21T08:35:04.000+08:00,777.3
2019-04-21T09:17:26.000+08:00,778.1
2019-04-21T09:22:23.000+08:00,778.3
2019-04-21T10:18:07.000+08:00,777.3
2019-04-21T10:18:13.000+08:00,777.1
2019-04-21T10:18:31.000+08:00,776.3
2019-04-21T10:18:34.000+08:00,776.0
2019-04-21T10:19:12.000+08:00,775.2
2019-04-21T10:19:29.000+08:00,775.0
2019-04-21T10:21:10.000+08:00,776.0
2019-04-21T10:21:30.000+08:00,776.3
2019-04-21T10:22:43.000+08:00,777.1
2019-04-21T10:23:02.000+08:00,777.3
2019-04-21T10:35:25.000+08:00,776.3
2019-04-21T10:35:39.000+08:00,776.0
2019-04-21T10:39:42.000+08:00,777.1
2019-04-21T10:40:00.000+08:00,777.3
2019-04-21T11:05:28.000+08:00,778.1
2019-04-21T11:07:22.000+08:00,778.3
2019-04-21T11:22:03.000+08:00,779.1
2019-04-21T11:23:42.000+08:00,779.3
2019-04-21T13:11:02.000+08:00,778.3
2019-04-21T13:11:08.000+08:00,778.1
2019-04-21T13:11:21.000+08:00,777.3
2019-04-21T13:11:28.000+08:00,777.0
2019-04-21T13:11:51.000+08:00,776.3
2019-04-21T13:14:10.000+08:00,777.3
2019-04-21T13:15:40.000+08:00,778.1
2019-04-21T13:15:53.000+08:00,778.3
2019-04-21T13:19:36.000+08:00,779.1
2019-04-21T13:30:41.000+08:00,778.1
2019-04-21T13:31:06.000+08:00,777.3
2019-04-21T13:31:13.000+08:00,777.0
2019-04-21T13:35:35.000+08:00,778.1
2019-04-21T13:35:45.000+08:00,778.3
2019-04-21T13:54:52.000+08:00,777.3
2019-04-21T13:54:58.000+08:00,777.0
2019-04-21T13:55:43.000+08:00,776.3
2019-04-21T13:58:04.000+08:00,777.3
2019-04-21T13:59:21.000+08:00,778.1
2019-04-21T13:59:44.000+08:00,778.3
2019-04-21T14:28:31.000+08:00,777.2
2019-04-21T14:28:38.000+08:00,777.1
2019-04-21T14:29:03.000+08:00,776.2
2019-04-21T14:29:15.000+08:00,776.0
2019-04-21T14:32:18.000+08:00,777.1
2019-04-21T14:32:40.000+08:00,777.3
2019-04-21T14:34:43.000+08:00,778.1
2019-04-21T14:46:12.000+08:00,777.1
2019-04-21T14:46:37.000+08:00,776.3
2019-04-21T14:46:43.000+08:00,776.0
2019-04-21T14:50:37.000+08:00,777.1
2019-04-21T14:51:12.000+08:00,777.3
2019-04-21T15:06:50.000+08:00,776.3
2019-04-21T15:06:59.000+08:00,776.0
2019-04-21T15:10:37.000+08:00,777.1
2019-04-21T15:11:09.000+08:00,777.3
2019-04-21T15:20:39.000+08:00,776.3
2019-04-21T15:20:46.000+08:00,776.0
2019-04-21T15:21:14.000+08:00,775.2
2019-04-21T15:21:20.000+08:00,775.0
2019-04-21T15:21:50.000+08:00,774.2
2019-04-21T15:23:33.000+08:00,775.2
2019-04-21T15:24:43.000+08:00,776.0
2019-04-21T15:24:58.000+08:00,776.3
2019-04-21T15:47:35.000+08:00,777.1
2019-04-21T16:30:10.000+08:00,777.3
2019-04-21T16:43:24.000+08:00,776.3
2019-04-21T16:49:31.000+08:00,777.3
2019-04-21T20:37:36.000+08:00,778.1
2019-04-21T20:38:52.000+08:00,778.3
2019-04-21T21:01:48.000+08:00,779.1
2019-04-21T21:17:46.000+08:00,779.3
2019-04-21T23:33:40.000+08:00,780.1
2019-04-22T01:29:13.000+08:00,779.1
2019-04-22T01:29:34.000+08:00,778.3
2019-04-22T01:29:43.000+08:00,778.0
2019-04-22T01:30:18.000+08:00,777.2
2019-04-22T01:30:43.000+08:00,777.0
2019-04-22T01:34:07.000+08:00,778.0
2019-04-22T01:35:13.000+08:00,778.3
2019-04-22T02:03:42.000+08:00,777.2
2019-04-22T02:04:02.000+08:00,777.0
2019-04-22T02:12:30.000+08:00,778.0
2019-04-22T02:33:18.000+08:00,777.0
2019-04-22T11:47:11.000+08:00,778.0
2019-04-22T11:48:34.000+08:00,778.3
2019-04-22T11:53:20.000+08:00,779.1
2019-04-22T11:54:57.000+08:00,779.3
2019-04-22T12:00:46.000+08:00,780.1
2019-04-22T13:32:12.000+08:00,779.1
2019-04-22T13:33:00.000+08:00,778.2
2019-04-22T13:33:03.000+08:00,778.0
2019-04-22T13:33:28.000+08:00,777.2
2019-04-22T13:33:34.000+08:00,777.0
2019-04-22T13:37:47.000+08:00,778.0
2019-04-22T13:38:01.000+08:00,778.2
2019-04-22T13:52:23.000+08:00,777.2
2019-04-22T13:52:31.000+08:00,777.0
2019-04-22T13:53:25.000+08:00,776.1
2019-04-22T13:56:58.000+08:00,777.2
2019-04-22T13:59:56.000+08:00,778.0
2019-04-22T14:03:02.000+08:00,778.2
2019-04-22T14:11:05.000+08:00,777.2
2019-04-22T14:11:13.000+08:00,777.0
2019-04-22T14:12:04.000+08:00,776.1
2019-04-22T14:15:30.000+08:00,777.2
2019-04-22T14:21:04.000+08:00,778.0
2019-04-22T14:26:29.000+08:00,777.0
2019-04-22T14:34:20.000+08:00,778.0
2019-04-22T14:47:12.000+08:00,777.0
2019-04-22T15:08:46.000+08:00,776.1
2019-04-22T15:08:55.000+08:00,776.0
2019-04-22T15:13:11.000+08:00,777.0
2019-04-22T15:13:48.000+08:00,777.2
2019-04-22T15:21:46.000+08:00,776.1
2019-04-22T15:21:53.000+08:00,776.0
2019-04-22T15:27:14.000+08:00,777.0
2019-04-22T15:28:46.000+08:00,777.2
2019-04-22T15:37:24.000+08:00,776.1
2019-04-22T15:37:33.000+08:00,776.0
2019-04-22T15:42:55.000+08:00,777.0
2019-04-22T15:44:44.000+08:00,777.2
2019-04-22T15:56:59.000+08:00,776.1
2019-04-22T15:57:07.000+08:00,775.9
2019-04-22T15:58:37.000+08:00,774.9
2019-04-22T15:59:59.000+08:00,775.9
2019-04-22T16:00:03.000+08:00,775.9
2019-04-22T16:48:30.000+08:00,774.9
2019-04-22T16:49:55.000+08:00,776.0
2019-04-22T19:21:33.000+08:00,774.9
2019-04-22T19:23:32.000+08:00,776.0
2019-04-22T21:23:24.000+08:00,776.9
2019-04-22T21:23:53.000+08:00,777.0
2019-04-22T23:54:42.000+08:00,777.9
2019-04-22T23:55:25.000+08:00,778.0
2019-04-23T00:05:40.000+08:00,779.0
2019-04-23T00:07:19.000+08:00,779.0
2019-04-23T03:07:59.000+08:00,778.0
2019-04-23T03:08:06.000+08:00,777.9
2019-04-23T03:33:19.000+08:00,777.0
2019-04-23T03:33:22.000+08:00,776.9
2019-04-23T04:07:53.000+08:00,777.9
2019-04-23T04:17:34.000+08:00,776.9
2019-04-23T10:47:55.000+08:00,777.9
2019-04-23T10:49:44.000+08:00,778.0
2019-04-23T12:32:37.000+08:00,778.9
2019-04-23T12:37:51.000+08:00,779.0
2019-04-23T15:57:47.000+08:00,778.0
2019-04-23T16:21:30.000+08:00,777.9
2019-04-23T18:34:13.000+08:00,779.1
2019-04-23T19:24:10.000+08:00,778.2
2019-04-23T19:24:19.000+08:00,778.1
2019-04-23T19:45:35.000+08:00,777.1
2019-04-23T19:45:44.000+08:00,777.0
2019-04-23T19:54:25.000+08:00,778.1
2019-04-23T19:54:49.000+08:00,778.2
2019-04-23T20:04:12.000+08:00,777.1
2019-04-23T20:04:27.000+08:00,777.0
2019-04-23T20:13:10.000+08:00,778.1
2019-04-23T20:13:41.000+08:00,778.2
2019-04-23T20:26:53.000+08:00,777.1
2019-04-23T20:27:00.000+08:00,777.0
2019-04-23T20:27:44.000+08:00,776.1
2019-04-23T20:27:47.000+08:00,776.0
2019-04-23T20:31:27.000+08:00,777.0
2019-04-23T20:31:39.000+08:00,777.1
2019-04-23T22:01:34.000+08:00,778.1
2019-04-23T22:01:37.000+08:00,778.2
2019-04-23T22:17:01.000+08:00,779.1
2019-04-23T22:19:46.000+08:00,779.2
2019-04-23T23:42:47.000+08:00,778.0
2019-04-24T00:12:55.000+08:00,779.0
2019-04-24T00:15:30.000+08:00,779.1
2019-04-24T00:37:51.000+08:00,780.1
2019-04-24T00:38:06.000+08:00,780.1
2019-04-24T02:00:49.000+08:00,778.9
2019-04-24T03:41:32.000+08:00,777.9
2019-04-24T03:43:54.000+08:00,776.9
2019-04-24T03:43:59.000+08:00,776.8
2019-04-24T03:51:39.000+08:00,777.9
2019-04-24T03:51:42.000+08:00,777.9
2019-04-24T03:54:08.000+08:00,778.9
2019-04-24T03:59:20.000+08:00,777.8
2019-04-24T04:21:03.000+08:00,776.8
2019-04-24T04:23:44.000+08:00,775.8
2019-04-24T04:23:49.000+08:00,775.7
2019-04-24T04:29:10.000+08:00,776.8
2019-04-24T04:29:13.000+08:00,776.8
2019-04-24T04:29:43.000+08:00,777.8
2019-04-24T04:29:44.000+08:00,777.9
2019-04-24T04:37:02.000+08:00,776.8
2019-04-24T04:37:05.000+08:00,776.8
2019-04-24T04:38:31.000+08:00,775.8
2019-04-24T04:38:33.000+08:00,775.8
2019-04-24T04:45:14.000+08:00,776.8
2019-04-24T04:45:24.000+08:00,777.9
2019-04-24T04:52:49.000+08:00,778.9
2019-04-24T04:53:00.000+08:00,778.9
2019-04-24T05:08:02.000+08:00,777.9
2019-04-24T05:08:39.000+08:00,777.8
2019-04-24T05:10:05.000+08:00,776.8
2019-04-24T05:10:07.000+08:00,776.8
2019-04-24T05:11:16.000+08:00,775.8
2019-04-24T05:14:15.000+08:00,776.8
2019-04-24T05:14:18.000+08:00,778.0
2019-04-24T05:15:12.000+08:00,779.0
2019-04-24T05:15:13.000+08:00,779.2
2019-04-24T05:17:45.000+08:00,780.0
2019-04-24T05:56:41.000+08:00,778.9
2019-04-24T05:58:08.000+08:00,778.2
2019-04-24T05:58:17.000+08:00,777.9
2019-04-24T05:58:36.000+08:00,777.2
2019-04-24T05:58:42.000+08:00,776.8
2019-04-24T05:59:52.000+08:00,776.1
2019-04-24T06:01:30.000+08:00,777.2
2019-04-24T06:01:36.000+08:00,777.8
2019-04-24T06:02:06.000+08:00,778.3
2019-04-24T06:02:38.000+08:00,778.9
2019-04-24T06:05:09.000+08:00,779.3
2019-04-24T06:19:22.000+08:00,778.3
2019-04-24T06:19:55.000+08:00,777.9
2019-04-24T06:21:02.000+08:00,777.2
2019-04-24T06:21:23.000+08:00,776.7
2019-04-24T06:22:08.000+08:00,776.2
2019-04-24T06:23:21.000+08:00,777.2
2019-04-24T06:23:27.000+08:00,777.8
2019-04-24T06:24:40.000+08:00,778.3
2019-04-24T06:26:43.000+08:00,778.8
2019-04-24T06:28:36.000+08:00,779.3
2019-04-24T06:28:53.000+08:00,779.8
2019-04-24T06:39:29.000+08:00,778.8
2019-04-24T06:39:55.000+08:00,778.2
2019-04-24T06:40:36.000+08:00,777.7
2019-04-24T06:41:44.000+08:00,777.2
2019-04-24T06:42:05.000+08:00,776.7
2019-04-24T06:42:27.000+08:00,776.0
2019-04-24T06:46:46.000+08:00,777.1
2019-04-24T06:46:49.000+08:00,777.7
2019-04-24T06:47:25.000+08:00,778.2
2019-04-24T06:47:45.000+08:00,778.7
2019-04-24T06:49:42.000+08:00,779.2
2019-04-24T06:49:47.000+08:00,779.8
2019-04-24T06:59:13.000+08:00,778.8
2019-04-24T07:02:30.000+08:00,778.2
2019-04-24T07:02:42.000+08:00,777.7
2019-04-24T07:03:26.000+08:00,777.1
2019-04-24T07:04:21.000+08:00,776.7
2019-04-24T07:05:00.000+08:00,776.1
2019-04-24T07:07:53.000+08:00,777.2
2019-04-24T07:07:58.000+08:00,777.7
2019-04-24T07:08:31.000+08:00,778.2
2019-04-24T07:09:47.000+08:00,778.8
2019-04-24T07:11:30.000+08:00,779.4
2019-04-24T07:11:33.000+08:00,779.8
2019-04-24T07:15:29.000+08:00,778.7
2019-04-24T07:16:07.000+08:00,778.4
2019-04-24T07:16:41.000+08:00,777.7
2019-04-24T07:17:08.000+08:00,777.2
2019-04-24T07:17:45.000+08:00,776.7
2019-04-24T07:18:39.000+08:00,776.2
2019-04-24T07:20:10.000+08:00,777.4
2019-04-24T07:20:12.000+08:00,777.7
2019-04-24T07:21:10.000+08:00,778.4
2019-04-24T07:23:03.000+08:00,778.7
2019-04-24T07:23:50.000+08:00,779.5
2019-04-24T07:23:51.000+08:00,779.9
2019-04-24T07:32:48.000+08:00,778.8
2019-04-24T07:33:02.000+08:00,778.4
2019-04-24T07:34:28.000+08:00,777.8
2019-04-24T07:35:09.000+08:00,777.4
2019-04-24T07:35:48.000+08:00,776.7
2019-04-24T07:36:12.000+08:00,776.3
2019-04-24T07:38:18.000+08:00,777.5
2019-04-24T07:38:20.000+08:00,777.8
2019-04-24T07:38:58.000+08:00,778.5
2019-04-24T07:40:28.000+08:00,778.8
2019-04-24T07:41:01.000+08:00,779.5
2019-04-24T07:41:02.000+08:00,779.8
2019-04-24T07:53:48.000+08:00,778.7
2019-04-24T07:53:55.000+08:00,778.5
2019-04-24T07:55:00.000+08:00,777.7
2019-04-24T07:55:28.000+08:00,777.5
2019-04-24T07:56:34.000+08:00,776.6
2019-04-24T07:56:36.000+08:00,776.5
2019-04-24T07:58:55.000+08:00,777.5
2019-04-24T07:58:57.000+08:00,777.7
2019-04-24T07:59:26.000+08:00,778.5
2019-04-24T08:00:21.000+08:00,778.7
2019-04-24T08:00:56.000+08:00,779.6
2019-04-24T08:13:09.000+08:00,778.7
2019-04-24T08:13:19.000+08:00,778.6
2019-04-24T08:14:05.000+08:00,777.7
2019-04-24T08:14:45.000+08:00,777.5
2019-04-24T08:15:42.000+08:00,776.7
2019-04-24T08:15:44.000+08:00,776.5
2019-04-24T08:16:23.000+08:00,775.7
2019-04-24T08:18:34.000+08:00,776.7
2019-04-24T08:18:36.000+08:00,777.5
2019-04-24T08:18:38.000+08:00,777.8
2019-04-24T08:19:55.000+08:00,778.6
2019-04-24T08:21:01.000+08:00,778.8
2019-04-24T08:21:19.000+08:00,779.6
2019-04-24T08:21:21.000+08:00,779.8
2019-04-24T08:47:10.000+08:00,778.8
2019-04-24T08:47:14.000+08:00,778.6
2019-04-24T08:47:36.000+08:00,777.3
2019-04-24T08:48:43.000+08:00,776.3
2019-04-24T08:51:36.000+08:00,777.3
2019-04-24T08:51:47.000+08:00,778.4
2019-04-24T08:52:00.000+08:00,778.5
2019-04-24T08:52:58.000+08:00,779.6
2019-04-24T09:07:07.000+08:00,778.6
2019-04-24T09:08:31.000+08:00,777.5
2019-04-24T09:09:05.000+08:00,776.4
2019-04-24T09:11:08.000+08:00,777.7
2019-04-24T09:12:22.000+08:00,778.7
2019-04-24T09:12:59.000+08:00,778.8
2019-04-24T09:13:06.000+08:00,779.8
2019-04-24T09:32:38.000+08:00,778.9
2019-04-24T09:33:24.000+08:00,777.8
2019-04-24T09:33:26.000+08:00,777.7
2019-04-24T09:34:20.000+08:00,776.6
2019-04-24T09:35:43.000+08:00,777.6
2019-04-24T09:35:44.000+08:00,777.7
2019-04-24T09:38:20.000+08:00,778.7
2019-04-24T09:38:28.000+08:00,779.7
2019-04-24T10:12:21.000+08:00,778.7
2019-04-24T10:13:08.000+08:00,777.7
2019-04-24T10:13:09.000+08:00,777.6
2019-04-24T10:13:54.000+08:00,776.5
2019-04-24T10:14:39.000+08:00,775.5
2019-04-24T10:18:56.000+08:00,776.6
2019-04-24T10:18:59.000+08:00,777.7
2019-04-24T10:19:11.000+08:00,778.7
2019-04-24T10:19:13.000+08:00,778.8
2019-04-24T10:19:25.000+08:00,779.8
2019-04-24T10:33:23.000+08:00,778.9
2019-04-24T10:33:43.000+08:00,777.8
2019-04-24T10:33:49.000+08:00,777.8
2019-04-24T10:35:52.000+08:00,776.7
2019-04-24T10:36:17.000+08:00,775.7
2019-04-24T10:36:57.000+08:00,775.6
2019-04-24T10:40:01.000+08:00,776.6
2019-04-24T10:40:02.000+08:00,776.7
2019-04-24T10:40:07.000+08:00,777.7
2019-04-24T10:40:09.000+08:00,777.8
2019-04-24T10:40:28.000+08:00,778.7
2019-04-24T10:40:41.000+08:00,778.8
2019-04-24T10:40:43.000+08:00,779.8
2019-04-24T10:40:44.000+08:00,780.2
2019-04-24T11:13:38.000+08:00,779.1
2019-04-24T11:13:41.000+08:00,778.7
2019-04-24T11:13:53.000+08:00,778.1
2019-04-24T11:14:21.000+08:00,777.7
2019-04-24T11:15:03.000+08:00,777.1
2019-04-24T11:15:10.000+08:00,776.7
2019-04-24T11:15:18.000+08:00,776.0
2019-04-24T11:15:43.000+08:00,775.7
2019-04-24T11:19:30.000+08:00,776.7
2019-04-24T11:19:32.000+08:00,777.1
2019-04-24T11:19:35.000+08:00,777.9
2019-04-24T11:19:37.000+08:00,778.2
2019-04-24T11:20:07.000+08:00,778.9
2019-04-24T11:20:53.000+08:00,779.2
2019-04-24T11:21:03.000+08:00,780.0
2019-04-24T11:21:08.000+08:00,780.3
2019-04-24T13:02:32.000+08:00,781.0
